Host	Host	41.550	119.740	78.190	
Host	Host	148.000	210.560	62.560	
Host	Host	232.780	332.400	99.620	
Host_non_verbal	Host	41.550	47.000	5.450	
Host_non_verbal	Host	56.820	58.550	1.730	
Host_non_verbal	Host	58.550	64.330	5.780	
Host_non_verbal	Host	64.330	67.640	3.310	
Host_non_verbal	Host	67.640	71.930	4.290	
Host_non_verbal	Host	71.930	77.760	5.830	
Host_non_verbal	Host	77.760	85.240	7.480	
Host_non_verbal	Host	85.240	88.400	3.160	
Host_non_verbal	Host	88.400	95.040	6.640	
Host_non_verbal	Host	95.040	99.940	4.900	
Host_non_verbal	Host	99.940	104.980	5.040	
Host_non_verbal	Host	104.980	119.740	14.760	
Host_non_verbal	Host	148.000	151.890	3.890	
Host_non_verbal	Host	158.670	160.970	2.300	
Host_non_verbal	Host	167.460	175.580	8.120	
Host_non_verbal	Host	175.580	179.780	4.200	
Host_non_verbal	Host	179.780	182.520	2.740	
Host_non_verbal	Host	182.520	187.480	4.960	
Host_non_verbal	Host	187.480	193.350	5.870	
Host_non_verbal	Host	193.350	197.370	4.020	
Host_non_verbal	Host	197.370	202.960	5.590	
Host_non_verbal	Host	202.960	209.050	6.090	
Host_non_verbal	Host	209.050	210.560	1.510	
Host_non_verbal	Host	232.780	236.580	3.800	
Host_non_verbal	Host	251.210	261.230	10.020	
Host_non_verbal	Host	261.230	265.640	4.410	
Host_non_verbal	Host	265.640	269.430	3.790	
Host_non_verbal	Host	269.430	279.540	10.110	
Host_non_verbal	Host	279.540	281.480	1.940	
Host_non_verbal	Host	281.480	286.430	4.950	
Host_non_verbal	Host	286.430	297.880	11.450	
Host_non_verbal	Host	297.880	304.040	6.160	
Host_non_verbal	Host	304.040	308.730	4.690	
Host_non_verbal	Host	308.730	312.690	3.960	
Host_non_verbal	Host	312.690	320.280	7.590	
Host_non_verbal	Host	320.280	325.010	4.730	
Host_non_verbal	Host	325.010	330.660	5.650	
Host_non_verbal	Host	330.660	332.400	1.740	
Guest	Guest	41.550	119.750	78.200	
Guest	Guest	147.990	210.570	62.580	
Guest	Guest	232.770	332.410	99.640	
Host_verbal	Host	41.680	43.220	1.540	
Host_verbal	Host	41.680	43.220	1.540	That's a hint
Host_verbal	Host	50.150	51.680	1.530	
Host_verbal	Host	50.150	51.680	1.530	Mmm...
Host_verbal	Host	57.010	58.550	1.540	
Host_verbal	Host	57.010	58.550	1.540	Yes
Host_verbal	Host	60.190	61.470	1.280	
Host_verbal	Host	60.190	61.470	1.280	What is in your box?
Host_verbal	Host	62.910	65.940	3.030	
Host_verbal	Host	62.910	65.940	3.030	What was it? Yes
Host_verbal	Host	73.440	74.700	1.260	
Host_verbal	Host	73.440	74.700	1.260	The squeak.
Host_verbal	Host	75.690	77.500	1.810	
Host_verbal	Host	75.690	77.500	1.810	Squeak?
Host_verbal	Host	82.650	91.190	8.540	
Host_verbal	Host	82.650	91.190	8.540	What? What? It sounds like a squeak? You're lying. It moves. Yea, yea okay that one is just the truth.
Host_verbal	Host	100.910	108.358	7.448	
Host_verbal	Host	100.910	108.358	7.448	Trunk. Move.
Host_verbal	Host	115.180	119.636	4.456	
Host_verbal	Host	115.180	119.636	4.456	I don't see why you would be lying about that, I think you are telling the truth
Host_verbal	Host	166.090	167.630	1.540	
Host_verbal	Host	166.090	167.630	1.540	Thing or we should just go.
Host_verbal	Host	172.990	175.260	2.270	
Host_verbal	Host	172.990	175.260	2.270	it's a cabbage padge doll head
Host_verbal	Host	176.460	193.400	16.940	
Host_verbal	Host	176.460	193.400	16.940	You don't have that in Isreal? Cabbage patch dolls? Cabbage patch doll. Cabbage patch kids? It's like a famous doll. Do you have dolls? Well this is a doll head of a very famous toy here in America.
Host_verbal	Host	194.370	202.687	8.317	
Host_verbal	Host	194.370	202.687	8.317	Yes. Yes. But this has cheerios glued to its head- made to look like an afro
Host_verbal	Host	233.780	237.120	3.340	
Host_verbal	Host	233.780	237.120	3.340	No I'm very I know I'm just I'm just I don't like losing.
Host_verbal	Host	247.190	258.075	10.885	
Host_verbal	Host	247.190	258.075	10.885	Right now, right now. What's going through your head. You're thinking. You're thinking of lying, you're thinking of telling the truth. It's a very mixed bag right now. You're going through a lot of emotions and I feel that.
Host_verbal	Host	259.160	261.230	2.070	
Host_verbal	Host	259.160	261.230	2.070	Food
Host_verbal	Host	261.980	287.004	25.024	
Host_verbal	Host	261.980	287.004	25.024	Like foot or food? Foot? You said foot. So that means, is it a foot, you eat foot? Or foot with toes? Oh foot, it's a foot. Yeah. It's a foot. This is, you're charming me now. This is all part of the thing. Oh this is a good lie. You just totally gave it up. Cause now you're being really charming. It is a foot.
Host_verbal	Host	287.780	294.545	6.765	
Host_verbal	Host	287.780	294.545	6.765	What is it now?  What is it now?
Host_verbal	Host	304.520	311.810	7.290	
Host_verbal	Host	304.520	311.810	7.290	Already its a - its a foot with small little people skiing off the foot.
Host_verbal	Host	313.820	325.200	11.380	
Host_verbal	Host	313.820	325.200	11.380	You are really good, you are a really good actor, right. Gosh, I don't know if you're lying or telling the truth. It's a foot...people skiing off the foot.
Host_verbal	Host	330.670	332.400	1.730	
Host_verbal	Host	330.670	332.400	1.730	I think you lie!
Host_General face	Host	41.550	47.000	5.450	neutral
Host_General face	Host	56.820	58.550	1.730	smile
Host_General face	Host	64.330	67.640	3.310	smile
Host_General face	Host	71.930	77.760	5.830	scowl
Host_General face	Host	85.240	88.400	3.160	neutral
Host_General face	Host	95.040	99.940	4.900	neutral
Host_General face	Host	104.980	119.740	14.760	neutral
Host_General face	Host	148.000	151.890	3.890	neutral
Host_General face	Host	158.670	160.970	2.300	smile
Host_General face	Host	167.460	175.580	8.120	neutral
Host_General face	Host	179.780	182.520	2.740	smile
Host_General face	Host	187.480	193.350	5.870	laughter
Host_General face	Host	197.370	202.960	5.590	neutral
Host_General face	Host	209.050	210.560	1.510	smile
Host_General face	Host	232.780	236.580	3.800	neutral
Host_General face	Host	261.230	265.640	4.410	smile
