Host	Host	43.691	110.425	66.734	
Host	Host	146.360	225.473	79.113	
Host	Host	263.212	310.157	46.945	
Host_non_verbal	Host	43.691	53.640	9.949	
Host_non_verbal	Host	60.050	63.050	3.000	
Host_non_verbal	Host	63.050	75.660	12.610	
Host_non_verbal	Host	75.660	79.350	3.690	
Host_non_verbal	Host	79.350	82.140	2.790	
Host_non_verbal	Host	82.140	87.100	4.960	
Host_non_verbal	Host	87.100	91.220	4.120	
Host_non_verbal	Host	91.220	96.890	5.670	
Host_non_verbal	Host	96.890	100.910	4.020	
Host_non_verbal	Host	100.910	110.390	9.480	
Host_non_verbal	Host	146.360	151.110	4.750	
Host_non_verbal	Host	159.280	165.140	5.860	
Host_non_verbal	Host	165.140	168.160	3.020	
Host_non_verbal	Host	168.160	176.610	8.450	
Host_non_verbal	Host	176.610	181.230	4.620	
Host_non_verbal	Host	181.230	189.680	8.450	
Host_non_verbal	Host	189.680	192.250	2.570	
Host_non_verbal	Host	192.250	199.260	7.010	
Host_non_verbal	Host	199.260	203.860	4.600	
Host_non_verbal	Host	203.860	211.130	7.270	
Host_non_verbal	Host	211.130	216.830	5.700	
Host_non_verbal	Host	216.830	221.650	4.820	
Host_non_verbal	Host	221.650	225.473	3.823	
Host_non_verbal	Host	263.212	270.160	6.948	
Host_non_verbal	Host	278.930	286.680	7.750	
Host_non_verbal	Host	286.680	291.760	5.080	
Host_non_verbal	Host	291.760	295.560	3.800	
Host_non_verbal	Host	295.560	301.900	6.340	
Host_non_verbal	Host	301.900	308.990	7.090	
Host_non_verbal	Host	308.990	310.157	1.167	
Guest	Guest	43.440	112.760	69.320	
Guest	Guest	145.826	225.593	79.767	
Guest	Guest	262.530	310.183	47.653	
Host_verbal	Host	48.180	49.980	1.800	
Host_verbal	Host	48.180	49.980	1.800	video game.oh
Host_verbal	Host	55.138	59.240	4.102	
Host_verbal	Host	55.138	59.240	4.102	I can't see. I can't see.
Host_verbal	Host	81.310	86.680	5.370	
Host_verbal	Host	81.310	86.680	5.370	"You added ""of it"" at the end. You weren't going to say ""of it."""
Host_verbal	Host	87.090	91.660	4.570	
