Host	Host	64.720	126.630	61.910	
Host	Host	168.240	275.300	107.060	
Host	Host	316.670	397.870	81.200	
Host_non_verbal	Host	64.720	69.090	4.370	
Host_non_verbal	Host	82.650	91.360	8.710	
Host_non_verbal	Host	91.360	94.710	3.350	
Host_non_verbal	Host	94.710	103.720	9.010	
Host_non_verbal	Host	103.720	113.220	9.500	
Host_non_verbal	Host	113.220	121.030	7.810	
Host_non_verbal	Host	121.030	126.630	5.600	
Host_non_verbal	Host	168.240	178.300	10.060	
Host_non_verbal	Host	185.660	188.200	2.540	
Host_non_verbal	Host	194.460	196.440	1.980	
Host_non_verbal	Host	196.440	207.130	10.690	
Host_non_verbal	Host	207.130	213.620	6.490	
Host_non_verbal	Host	213.620	216.290	2.670	
Host_non_verbal	Host	216.290	220.520	4.230	
Host_non_verbal	Host	220.520	223.010	2.490	
Host_non_verbal	Host	223.010	230.250	7.240	
Host_non_verbal	Host	230.250	231.550	1.300	
Host_non_verbal	Host	231.550	243.310	11.760	
Host_non_verbal	Host	243.310	247.720	4.410	
Host_non_verbal	Host	247.720	252.940	5.220	
Host_non_verbal	Host	252.940	256.910	3.970	
Host_non_verbal	Host	256.910	262.440	5.530	
Host_non_verbal	Host	262.440	267.140	4.700	
Host_non_verbal	Host	267.140	272.480	5.340	
Host_non_verbal	Host	272.480	275.300	2.820	
Host_non_verbal	Host	316.670	321.210	4.540	
Host_non_verbal	Host	323.650	325.120	1.470	
Host_non_verbal	Host	325.120	326.840	1.720	
Host_non_verbal	Host	343.950	348.680	4.730	
Host_non_verbal	Host	350.860	354.290	3.430	
Host_non_verbal	Host	354.290	357.520	3.230	
Host_non_verbal	Host	357.520	361.750	4.230	
Host_non_verbal	Host	361.750	373.010	11.260	
Host_non_verbal	Host	373.010	376.370	3.360	
Host_non_verbal	Host	376.370	379.650	3.280	
Host_non_verbal	Host	379.650	383.920	4.270	
Host_non_verbal	Host	383.920	390.810	6.890	
Host_non_verbal	Host	394.010	397.870	3.860	
Guest	Guest	64.730	126.640	61.910	
Guest	Guest	168.240	275.320	107.080	
Guest	Guest	316.660	397.880	81.220	
Host_verbal	Host	66.551	68.615	2.064	
Host_verbal	Host	66.551	68.615	2.064	uhm mhmm uh uhuumm
Host_verbal	Host	77.295	79.597	2.302	
Host_verbal	Host	77.295	79.597	2.302	So the audience has now seen it.
Host_verbal	Host	81.632	85.469	3.837	
Host_verbal	Host	81.632	85.469	3.837	No, here you go. This is where you make the choice. Yeah.
Host_verbal	Host	92.610	96.180	3.570	
Host_verbal	Host	92.610	96.180	3.570	what! It's in interesting things.
Host_verbal	Host	107.927	109.460	1.533	
Host_verbal	Host	107.927	109.460	1.533	Spinning
Host_verbal	Host	110.995	117.400	6.405	
Host_verbal	Host	110.995	117.400	6.405	Pulled a record player out of the box with a pizza that's on it's spinning.
Host_verbal	Host	120.442	126.630	6.188	
Host_verbal	Host	120.442	126.630	6.188	I get this, you lied.
Host_verbal	Host	168.856	169.887	1.031	
Host_verbal	Host	168.856	169.887	1.031	none
Host_verbal	Host	170.921	172.400	1.479	
Host_verbal	Host	170.921	172.400	1.479	This is started to open.
Host_verbal	Host	186.904	187.939	1.035	
Host_verbal	Host	186.904	187.939	1.035	Lovely.
Host_verbal	Host	223.610	224.880	1.270	
Host_verbal	Host	223.610	224.880	1.270	What?!
Host_verbal	Host	227.240	231.580	4.340	
Host_verbal	Host	227.240	231.580	4.340	Am I giving it away? This is how I act. This is how I act.
Host_verbal	Host	233.500	235.040	1.540	
Host_verbal	Host	233.500	235.040	1.540	in my box
Host_verbal	Host	240.410	242.720	2.310	
Host_verbal	Host	240.410	242.720	2.310	It's another box.
Host_verbal	Host	246.580	250.920	4.340	
Host_verbal	Host	246.580	250.920	4.340	And inside that box is another box.
Host_verbal	Host	254.700	261.110	6.410	
Host_verbal	Host	254.700	261.110	6.410	It's interesting because the number three, three boxes?
Host_verbal	Host	267.310	268.570	1.260	
Host_verbal	Host	267.310	268.570	1.260	What do you think?
Host_verbal	Host	269.400	271.540	2.140	
Host_verbal	Host	269.400	271.540	2.140	Lying and tripping.
Host_verbal	Host	319.990	326.630	6.640	
Host_verbal	Host	319.990	326.630	6.640	You did the same reaction last time, you acted like you've seen that before. Oh yeah, record player with pizza on it, I've seen this before.
Host_verbal	Host	333.080	333.820	0.740	
Host_verbal	Host	333.080	333.820	0.740	Okay.
Host_verbal	Host	338.880	340.990	2.110	
Host_verbal	Host	338.880	340.990	2.110	hu ha haa
Host_verbal	Host	343.850	345.110	1.260	
Host_verbal	Host	343.850	345.110	1.260	Is messed up.
Host_verbal	Host	369.080	373.420	4.340	
Host_verbal	Host	369.080	373.420	4.340	Well, there are rumors of horse steroids going around and
Host_verbal	Host	375.210	382.350	7.140	
Host_verbal	Host	375.210	382.350	7.140	Interesting. You got a little bit more of your British accent on that one. A little mustard, as you say.
Host_verbal	Host	384.068	390.610	6.542	
Host_verbal	Host	384.068	390.610	6.542	It's My Little Pony with a needle in it.
Host_verbal	Host	392.170	397.870	5.700	
Host_verbal	Host	392.170	397.870	5.700	I kind of gave it all away pal.  You lied
Host_General face	Host	64.720	69.090	4.370	neutral
Host_General face	Host	91.360	94.710	3.350	laughter
Host_General face	Host	103.720	113.220	9.500	smile
Host_General face	Host	121.030	126.630	5.600	laughter
Host_General face	Host	168.240	178.300	10.060	smile
Host_General face	Host	185.660	188.200	2.540	smile
Host_General face	Host	196.440	207.130	10.690	laughter
Host_General face	Host	207.130	213.620	6.490	neutral
Host_General face	Host	216.290	220.520	4.230	laughter
Host_General face	Host	223.010	230.250	7.240	laughter
Host_General face	Host	231.550	243.310	11.760	other
Host_General face	Host	247.720	252.940	5.220	smile
Host_General face	Host	256.910	262.440	5.530	smile
Host_General face	Host	267.140	272.480	5.340	other
Host_General face	Host	316.670	321.210	4.540	smile
Host_General face	Host	325.120	326.840	1.720	neutral
Host_General face	Host	354.290	357.520	3.230	neutral
Host_General face	Host	361.750	373.010	11.260	neutral
Host_General face	Host	376.370	379.650	3.280	neutral
Host_General face	Host	383.920	390.810	6.890	laughter
Host_General face	Host	394.010	397.870	3.860	smile
Audience	Audience	69.560	79.270	9.710	Laughing
Audience	Audience	79.270	83.610	4.340	Laughing
Audience	Audience	85.020	88.560	3.540	Laughing
Audience	Audience	91.140	94.210	3.070	Laughing
Audience	Audience	103.460	108.060	4.600	Laughing
Audience	Audience	108.770	112.080	3.310	Laughing
Audience	Audience	112.720	114.750	2.030	Laughing
Audience	Audience	120.660	125.770	5.110	Clap. + Laughing
Audience	Audience	168.070	171.320	3.250	Laughing
Audience	Audience	172.070	173.610	1.540	Laughing
Audience	Audience	174.230	177.923	3.693	Laughing
Audience	Audience	177.923	190.880	12.957	Clap. + Cheering
Audience	Audience	190.880	204.055	13.175	Clap. + Cheering
Audience	Audience	204.055	210.890	6.835	Laughing
Audience	Audience	210.890	215.610	4.720	Laughing
Audience	Audience	215.610	221.050	5.440	Laughing
Audience	Audience	222.640	225.710	3.070	Clap. + Laughing
Audience	Audience	226.440	228.240	1.800	Laughing
